"id_ib";"id_fun";"id_fm";"id_um";"str_nombre_ia";"txt_descripcion";"str_formula";"int_codigo_ib";"str_codigo_ib"
"305";"1";"310";"";"Presupuesto Sectorial Vivienda (devengado) per cápita";"";"";"306";"Inver002"
"306";"1";"310";"";"Presupuesto Sectorial Vivienda (devengado) por Fuente de Financiamiento";"";"";"307";"Inver014"
"308";"1";"";"";"Proyecciones de población";"";"";"309";"Pobla046"
"310";"1";"";"";"Pirámides de población";"";"";"311";"Pobla036"
"312";"1";"";"";"Proporción de mujeres";"";"";"313";"Pobla044"
"315";"1";"";"";"Tasa de natalidad";"";"";"316";"Pobla051"
"317";"1";"";"";"Emigración por trabajo";"";"";"318";"Pobla005"
"318";"1";"";"";"Hijos/as de migrantes al extranjero";"";"";"319";"Pobla009"
"321";"1";"";"";"Estructura de los hogares";"";"";"322";"Pobla008"
"322";"1";"";"";"Población que no buscó atención de salud";"";"";"323";"Salud167"
"323";"1";"";"";"Tiempo a los establecimientos de salud";"";"";"324";"Salud199"
"324";"1";"";"";"Tiempo de espera para la atención en establecimientos de salud";"";"";"325";"Salud200"
"325";"1";"";"";"Lugar de atención de salud";"";"";"326";"Salud112"
"326";"1";"";"";"Barreras para acceder a servicios de salud";"";"";"327";"Salud022"
"328";"1";"";"";"Población afiliada según institución aseguradora";"";"";"329";"Salud164"
"520";"1";"";"";"Miembros de las Juntas Parroquiales electos";"";"";"523";"Parti016"
"320";"1";"777";"";"Tasa de divorcios";"Es la disolución legal del vínculo del matrimonio, en el Ecuador es frecuente que las parejas se separen pero no efectúen la separación legal o bien se demoren largo tiempo en hacerlo.";"";"321";"Pobla049"
"299";"1";"310";"";"Presupuesto Sector Social (devengado) como % del PIB";"Es el monto de recursos destinados a generar un impacto positivo en algún problema social o a mejorar la calidad de los servicios sociales realizado por los distintos sectores institucionales de una sociedad o economía. La inversión social abarca los sectoriales: educación, salud, vivienda, protección social, ambiente y el funcional de actividades recreaticas, cultura y religión. Este indicador se lo expresa como la proporción que representa, o la magnitud que representa, respecto a la Producción nacional (PIB).";"";"300";"Inver037"
"300";"1";"310";"";"Presupuesto Sector Social (devengado) per cápita";"Es el monto de recursos destinados a generar un impacto positivo en algún problema social o a mejorar la calidad de los servicios sociales realizado por los distintos sectores institucionales de una sociedad o economía. La inversión social abarca los sectoriales: educación, salud, vivienda, protección social, ambiente y el funcional de actividades recreaticas, cultura y religión. Este indicador se lo expresa en dólares per cápita, o lo que significa la inversión del estado por cada habitante en el gásto social. Este indicador se refiere a los valores corrientes o nominales.";"";"301";"Inver007"
"309";"1";"331";"";"Tasa de crecimiento poblacional";"Aumento (o disminución) de la población en un determinado período debido al aumento natural y a la migración neta.";"";"310";"Pobla047"
"331";"1";"";"";"Niños/as menores de 5 años amamantados 6 meses o más";"";"";"332";"Salud142"
"332";"1";"";"";"Niños/as menores de 5 años nunca amamantados";"";"";"333";"Salud144"
"333";"1";"";"";"Niños/as menores de 5 años que reciben complemento alimenticio gratuito";"";"";"334";"Salud145"
"334";"1";"";"";"Población con discapacidad";"";"";"335";"Salud165"
"335";"1";"";"";"Comités de Usuarias de la LMGYAI (CUS)";"";"";"336";"Salud031"
"336";"1";"";"";"Cantones descentralizados en salud";"";"";"337";"Salud025"
"337";"1";"";"";"Consultas de morbilidad";"";"";"339";"Salud040"
"338";"1";"";"";"Egresos hospitalarios del MSP";"";"";"340";"Salud085"
"339";"1";"";"";"Ocupación de camas";"Camas hospitalarias ocupadas en un determinado período en los establecimientos con internación, públicos y privados. La frecuencia de ocupación o uso de camas es una forma de medir el rendimiento o eficiencia de una institución de salud.";"";"341";"Salud149"
"340";"1";"";"";"Ocupación de camas en establecimientos del MSP";"";"";"342";"Salud150"
"342";"1";"";"";"Establecimientos de salud con internación";"Establecimientos que tienen capacidad para la internación de pacientes existentes en un determinado año, según tipo de administración (pública o privada). En ambos casos, se refiere a los establecimientos que disponen de camas hospitalarias.";"";"344";"Salud091"
"343";"1";"";"";"Establecimientos de salud sin internación";"";"";"345";"Salud093"
"344";"1";"";"";"Establecimientos de salud con y sin internación por sector y entidad";"Establecimientos que tienen capacidad para la internación de pacientes existentes en un determinado año, según tipo de administración (pública o privada).
En ambos casos, se refiere a los establecimientos que disponen de camas hospitalarias.";"";"346";"Salud092"
"346";"1";"";"";"Personal en establecimientos de salud";"";"";"348";"Salud161"
"347";"1";"";"";"Médicos que trabajan en establecimientos de salud por tiempo de trabajo";"";"";"349";"Salud115"
"348";"1";"";"";"Índice de oferta en salud";"";"";"350";"Salud106"
"349";"1";"";"";"Accidentes y defunciones";"";"";"351";"Salud008"
"350";"1";"";"";"Accidentes de trabajo";"";"";"352";"Salud007"
"351";"1";"";"";"Diez principales causas de morbilidad hospitalaria en adultos mayores";"";"";"353";"Salud065"
"352";"1";"";"";"Diez principales causas de mortalidad en adultos mayores";"";"";"354";"Salud068"
"354";"1";"";"";"Diez principales causas de muerte neonatal";"";"";"356";"Salud074"
"355";"1";"";"";"Diez principales causas de muerte en la niñez";"";"";"357";"Salud072"
"356";"1";"";"";"Causas de muerte";"";"";"358";"Salud027"
"359";"1";"";"";"Diez principales causas de muerte infantil";"";"";"361";"Salud073"
"360";"1";"";"";"Diez principales causas de morbilidad hospitalaria en la niñez";"";"";"362";"Salud067"
"362";"1";"";"";"Tétanos neonatal";"Casos de tétanos neonatal diagnosticados y reportados en un determinado año al sistema de registro de enfermedades de notificación obligatoria del MSP. La enfermedad se produce por la introducción de las esporas tecnicas a través del cordón umbilical dura疤Ỵ疥";"";"364";"Salud198"
"363";"1";"";"";"Diarrea en niños/as menores de 5 años";"";"";"365";"Salud063"
"364";"1";"";"";"Diarrea en niños/as menores de 5 años tratada con SRO";"";"";"366";"Salud064"
"365";"1";"";"";"IRA en niños/as menores de 5 años";"";"";"367";"Salud109"
"361";"1";"87";"";"Tasa de mortalidad en la niñez";"Probabilidad que tiene un niño/a de morir antes de cumplir 5 años de vida. Se mide como el número de niños/as de 0 a 59 meses cumplidos fallecidos en un determinado año, expresado con relación a cada 1.000 niños/as nacidos vivos durante ese año.";"";"363";"Salud181"
"368";"1";"94";"";"Niños/as inmunizados contra la poliomielitis (OVP)";"Niños/as que recibieron la vacuna contra la poliomielitis. La poliomielitis es una enfermedad infecciosa viral del sistema nervioso central que frecuentemente provoca, como secuela, una parlisis.";"";"370";"Salud140"
"369";"1";"95";"";"Niños/as inmunizados con DPT";"Niños/as menore de 1 año que recibieron tres dosis de la vacuna contra: difteria, pertusis (tosferina) y tétanos -DPT-. Se administra en tres dosis inyectables, una cada dos meses, a partir del segundo mes de vida del niño/a.  ";"";"371";"Salud138"
"345";"1";"107";"";"Camas en establecimientos de salud";"Camas hospitalarias disponibles en un determinado año en los establecimientos de salud, públicos y privados. Las camas hospitalarias son aquellas dedicadas a los pacientes que deben someterse a diagnóstico o tratamiento hospitalario sea de tipo clínico, quirúrgico u obstétrico.";"";"347";"Salud023"
"329";"1";"39";"";"Desnutrición crónica";"Niños/as menores de 5 años que presentan un retraso en el crecimiento (talla para la edad inferior a dos desviaciones estándar de los Patrones de Crecimiento Infantil de la OMS mediana).";"";"330";"Salud060"
"330";"1";"40";"";"Desnutrición global";"";"";"331";"Salud061"
"357";"1";"797";"";"Tasa de mortalidad infantil (método directo)";"Probabilidad que tiene un niño/a de morir durante su primer año de vida. Se mide como el número de defunciones de niños/as menores de un año en un determinado año, expresado con relación a cada 1.000 nacidos vivos durante el mismo año.";"";"359";"Salud185"
"353";"1";"80";"";"Tasa de mortalidad neonatal";"Probabilidad que tiene un niño/a de morir durante los primeros 28 días luego de su nacimiento. Incluye las muertes ocurridas en la crítica primera semana de vida o período ""perinatal"". Refleja varias situaciones de salud ligadas con la madre y su atención疤Ỵ疥";"";"355";"Salud192"
"371";"1";"";"";"Cobertura de inmunización infantil";"";"";"373";"Salud029"
"372";"1";"";"";"Embarazadas vacunadas contra el tétanos";"";"";"374";"Salud086"
"374";"1";"";"";"Niños/as menores de 5 años con carnet de salud infantil";"";"";"376";"Salud143"
"375";"1";"";"";"Niños/as menores de 5 años al cuidado del padre o la madre";"";"";"377";"Salud141"
"377";"1";"";"";"Atención odontológica a los niños/as";"";"";"379";"Salud020"
"378";"1";"";"";"Esperanza de vida al nacer";"";"";"380";"Salud090"
"380";"1";"";"";"Diez principales causas de muerte";"";"";"382";"Salud070"
"382";"1";"";"";"Muertes por enfermedades no transmisibles";"Muertes de personas de todas las edades registradas en un determinado año imputadas a enfermedades crónico-degenerativas.";"";"384";"Salud128"
"383";"1";"";"";"Muertes por accidentes y violencia";"Muertes de personas de todas las edades registradas en un determinado año a causa de cualquier tipo de accidente, motín o violencia colectiva, guerra o acciones políticas, suicidio, homicidio, drogadicción y alcoholismo.";"";"385";"Salud125"
"385";"1";"";"";"Personas que han sentido algún síntoma o malestar por enfermedad";"";"";"387";"Salud162"
"386";"1";"";"";"Población que se automedicó por enfermedad presentada";"";"";"388";"Salud168"
"387";"1";"";"";"Horas de sueño";"";"";"389";"Salud102"
"388";"1";"";"";"Práctica de deportes";"";"";"390";"Salud170"
"389";"1";"";"";"Consumo de alcohol";"";"";"391";"Salud041"
"390";"1";"";"";"Consumo de tabaco";"";"";"392";"Salud046"
"392";"1";"";"";"Dengue";"Casos de dengue clásico diagnosticados y reportados en un determinado año al sistema de registro de enfermedades de notificación obligatoria del MSP. La limitada atención a esta enfermedad se debe a que la infección puede cursar sin síntomas o como un red疤Ỵ疥";"";"394";"Salud058"
"394";"1";"";"";"Cólera";"Casos de cólera diagnosticados y reportados en un determinado año al sistema de registro de enfermedades de notificación obligatoria del MSP. El cólera es una enfermedad bacteriana intestinal aguda provocada por el vibrio cholerae. Se caracteriza por su c疤Ỵ疥";"";"396";"Salud030"
"437";"1";"";"";"Mujeres que no desean más hijos/as";"";"";"439";"Sexua028"
"438";"1";"";"";"Lugar de asistencia al parto";"";"";"440";"Salud111"
"395";"1";"";"";"Difteria";"Casos de difteria diagnosticados y reportados en un determinado año al sistema de registro de enfermedades de notificación obligatoria del MSP. Esta enfermedad bacteriana aguda afecta a las amgídalas, faringe, laringe, nariz y, a veces, a otras membranas 疤Ỵ疥";"";"397";"Salud075"
"396";"1";"";"";"Rabia humana";"Casos de rabia humana diagnosticados y reportados en un determinado año al sistema de registro de enfermedades de notificación obligatoria del MSP. Se trata de una enfermedad mortal que es transmitida a los humanos por animales infectados, sobre todo anim疤Ỵ疥";"";"398";"Salud175"
"397";"1";"";"";"Sarampión y rubéola";"Casos de sarampión y rubéola diagnosticados y reportados en un determinado año al sistema de registro de enfermedades de notificación obligatoria del MSP. Se trata de una enfermedad viral aguda sumamente contagiosa. Es grave en los lactantes y en los adul疤Ỵ疥";"";"399";"Salud177"
"399";"1";"";"";"Hipertensión arterial";"Casos de hipertensión arterial diagnosticados y reportados en un determinado año al sistema de registro de enfermedades de notificación obligatoria del MSP. Mide la incidencia de una enfermedad asociada directamente con los estilos y condiciones de vida d疤Ỵ疥";"";"401";"Salud101"
"400";"1";"";"";"Diabetes";"Casos de diabetes diagnosticados y reportados en un determinado año al sistema de registro de enfermedades de notificación obligatoria del MSP. La diabetes es una de las enfermedades crónicas más agresivas, se encuentra entre las 10 primeras causas de mor疤Ỵ疥";"";"402";"Salud062"
"401";"1";"";"";"Alcoholismo";"Número de casos de alcoholismo diagnosticados y reportados en un determinado año al sistema de registro de enfermedades de notificación obligatoria del MSP.";"";"403";"Salud012"
"402";"1";"";"";"Victimas de violencia y maltrato";"Casos de violencia y maltrato diagnosticados y reportados en un determinado año al sistema de registro de enfermedades de notificación obligatoria del MSP. Mide la incidencia de la violencia como una causa directa de problemas de salud. a comienzos del mi疤Ỵ疥";"";"404";"Salud210"
"521";"1";"";"";"Jóvenes en hogares";"";"";"524";"Pobla017"
"522";"1";"";"";"Estado civil de la población juvenil";"";"";"525";"Pobla007"
"523";"1";"";"";"Madres ";"";"";"526";"Pobla025"
"370";"1";"96";"";"Niños/as inmunizados contra el SRP";"Niños/as de 12 a 13 meses que recibieron la vacuna contra el SRP: sarampión, rubola y paperas.";"";"372";"Salud139"
"376";"1";"101";"";"Niños/as menores de 5 años en centros de cuidado diario";"Niños/as menores de 5 años al cuidado de guarderías o casas cuna durante las horas laborables.";"";"378";"Salud300"
"379";"1";"796";"";"Tasa de mortalidad general";"Personas que murieron en un determinado año. El número de muertes anuales en una población es una forma de reflejar la salud de una población. Nos permite observar cómo han mejorado las condiciones de vida de una población en el tiempo.";"";"381";"Salud182"
"391";"1";"59";"";"VIH/SIDA";"Casos de sida diagnosticados y reportados, y personas portadoras de VIH en un determinado ao al sistema de registro de enfermedades de notificación obligatoria del MSP. El Virus de Inmunodeficiencia Humana (VIH) es el agente causal del sida. Ataca a las c疤Ỵ疥";"";"393";"Salud211"
"398";"1";"67";"";"Prevalencia de tuberculosis";"Casos de tuberculosis diagnosticados y reportados en un determinado año al sistema de registro de enfermedades de notificación obligatoria del MSP. mide la incidencia de una enfermedad asociada directamente con las condiciones de vida de la población. Las疤Ỵ疥";"";"400";"Salud171"
"393";"1";"62";"";"Paludismo";"Casos de paludismo diagnosticados y reportados en un determinado año al sistema de registro de enfermedades de notificación obligatoria del MSP. es una enfermedad parasitaria que se presenta en cuatro formas, todas con la misma sintomatología.";"";"395";"Salud151"
"403";"1";"";"";"Fármaco dependencia";"Casos de fármaco dependencia diagnosticados y reportados en un determinado año al sistema de registro de enfermedades de notificación obligatoria del MSP. Las investigaciones sobre la biologa de la adicción han ratificado que el uso prolongado de drogas c疤Ỵ疥";"";"405";"Salud098"
"404";"1";"";"";"Características de consumidores de droga en tratamiento";"";"";"406";"Salud026"
"405";"1";"";"";"Edad de inicio en el consumo según droga";"";"";"407";"Salud083"
"406";"1";"";"";"Consumo de drogas ilícitas en adolescentes";"";"";"408";"Salud045"
"407";"1";"";"";"Alumnos/as expuestos a humo de tabaco en el hogar";"";"";"409";"Salud013"
"408";"1";"";"";"Promedio de días que en el mes fuman los jóvenes";"";"";"410";"Salud174"
"409";"1";"";"";"Edad a la primera relación sexual en adolescentes";"";"";"411";"Salud078"
"410";"1";"";"";"Exposición a la información sobre tabaco en la escuela";"";"";"412";"Salud096"
"411";"1";"";"";"Diez principales causas de mortalidad en los adolescentes";"";"";"413";"Salud069"
"412";"1";"";"";"Edad de inicio del consumo de alcohol en adolescentes";"";"";"414";"Salud081"
"413";"1";"";"";"Edad de inicio del consumo de drogas ilicitas en adolescentes";"";"";"415";"Salud082"
"415";"1";"";"";"Tasa global de fecundidad deseada";"";"";"417";"Salud196"
"416";"1";"";"";"Tasa global de fecundidad observada";"";"";"418";"Salud197"
"417";"1";"";"";"Tasa general de fecundidad";"";"";"419";"Salud194"
"418";"1";"";"";"Tasa de fecundidad no deseada";"";"";"420";"Mujer061"
"419";"1";"";"";"Embarazos";"";"";"421";"Salud087"
"421";"1";"";"";"Partos por cesárea";"";"";"423";"Salud156"
"423";"1";"";"";"Muertes por causas maternas";"Muertes ocasionadas por complicaciones relacionadas directa o indirectamente con el embarazo, parto y puerperio. La defunción materna se define como la muerte ""de una mujer mientras está embarazada o dentro de los 42 días siguientes a la terminación del e疤Ỵ疥";"";"425";"Salud127"
"424";"1";"";"";"Muertes por aborto";"Número de muertes de mujeres de 15 a 49 años ocasionadas, en un determinado año, con la interrupción del embarazo, sea espontánea o provocada antes de que el producto sea viable.";"";"426";"Salud124"
"425";"1";"";"";"Principales causas de muerte relacionadas con embarazo, parto y puerperio";"";"";"427";"Salud172"
"426";"1";"";"";"Control del cáncer uterino";"";"";"428";"Salud052"
"427";"1";"";"";"Cobertura de control prenatal efectuada por los servicios del MSP";"";"";"429";"Salud028"
"429";"1";"";"";"Edad a la primera relación sexual";"";"";"431";"Salud077"
"430";"1";"";"";"Edad a la primera unión";"";"";"432";"Salud079"
"431";"1";"";"";"Edad al primer nacimiento";"";"";"433";"Salud080"
"432";"1";"";"";"Partos y abortos realizados por establecimientos del MSP";"";"";"434";"Salud158"
"433";"1";"";"";"Número de controles durante el embarazo";"";"";"435";"Salud148"
"434";"1";"";"";"Tiempo de gestación al primer control";"";"";"436";"Salud201"
"440";"1";"";"";"Asistencia profesional o capacitada durante el parto";"";"";"442";"Salud016"
"441";"1";"";"";"Asistencia no capacitada durante el parto";"";"";"443";"Salud014"
"443";"1";"";"";"Conocimiento de la prevención del VIH/SIDA";"";"";"445";"Salud035"
"444";"1";"";"";"Ideas erradas sobre el VIH/SIDA";"";"";"446";"Salud103"
"445";"1";"";"";"Conocimiento de la transmisión del VIH/SIDA de madre a hijo";"";"";"447";"Salud036"
"446";"1";"";"";"Conocimiento de métodos anticonceptivos";"";"";"448";"Salud037"
"447";"1";"";"";"Ignorancia de los niños/as sobre sexualidad";"";"";"449";"Salud104"
"449";"1";"";"";"Tipo de piso";"";"";"451";"Vivie033"
"450";"1";"";"";"Bicicletas";"";"";"452";"Vivie005"
"451";"1";"";"";"Hogares con bicicleta";"";"";"453";"Vivie014"
"452";"1";"";"";"Automóviles";"";"";"454";"Vivie004"
"453";"1";"";"";"Hogares con automóvil";"";"";"455";"Vivie013"
"454";"1";"";"";"Refrigeradoras";"";"";"456";"Vivie036"
"455";"1";"";"";"Hogares con refrigeradora";"";"";"457";"Vivie022"
"456";"1";"";"";"Lavadoras";"";"";"458";"Vivie027"
"457";"1";"";"";"Hogares con lavadora";"";"";"459";"Vivie017"
"458";"1";"";"";"Licuadoras";"";"";"460";"Vivie028"
"459";"1";"";"";"Hogares con licuadora";"";"";"461";"Vivie018"
"460";"1";"";"";"Máquinas de coser";"";"";"462";"Vivie029"
"461";"1";"";"";"Hogares con máquina de coser";"";"";"463";"Vivie019"
"462";"1";"";"";"Televisores";"";"";"464";"Vivie042"
"463";"1";"";"";"Hogares con televisor";"";"";"465";"Vivie023"
"464";"1";"";"";"DVDs (Videograbadoras)";"";"";"466";"Vivie011"
"465";"1";"";"";"Hogares con DVD (videograbadora)";"";"";"467";"Vivie025"
"466";"1";"";"";"Radios o equipos de sonido";"";"";"468";"Vivie034"
"467";"1";"";"";"Hogares con radio o equipo de sonido";"";"";"469";"Vivie021"
"468";"1";"";"";"Computadoras";"";"";"470";"Vivie007"
"524";"1";"";"";"Madres solteras";"";"";"527";"Pobla027"
"422";"1";"120";"";"Tasa de mortalidad materna";"Probabilidad que tiene una mujer de morir por causas que conciernen a la maternidad. Se mide como el número de defunciones de mujeres en edad fértil (15 a 49 años cumplidos) en un determinado año por causas relacionadas con el embarazo, aborto, parto y pu疤Ỵ疥";"";"424";"Salud191"
"439";"1";"136";"";"Asistencia profesional durante el parto";"";"";"441";"Salud015"
"420";"1";"118";"";"Embarazos sin control de salud";"";"";"422";"Salud089"
"435";"1";"120";"";"Control posparto";"";"";"437";"Salud055"
"414";"1";"118";"";"Tasa global de fecundidad";"";"";"416";"Salud195"
"428";"1";"120";"";"Uso de métodos anticonceptivos";"";"";"430";"Salud207"
"470";"1";"";"";"Máquinas de escribir";"";"";"472";"Vivie030"
"471";"1";"";"";"Hogares con máquina de escribir";"";"";"473";"Vivie020"
"472";"1";"";"";"Ventiladores";"";"";"474";"Vivie047"
"473";"1";"";"";"Hogares con ventilador";"";"";"475";"Vivie024"
"475";"1";"";"";"Personas con teléfono celular";"";"";"477";"Vivie031"
"477";"1";"";"";"Personas por dormitorio";"";"";"479";"Vivie032"
"478";"1";"";"";"Servicio higiénico exclusivo";"";"";"480";"Vivie038"
"479";"1";"";"";"Ducha exclusiva";"";"";"481";"Vivie010"
"480";"1";"";"";"Cuarto de cocina";"";"";"482";"Vivie008"
"491";"1";"";"";"Déficit de servicios residenciales básicos";"Viviendas que no disponen de: abastecimiento de agua entubada por red pública dentro de la vivienda, o medios de eliminación de excretas conectados a la red pública de alcantarillado, o suministro eléctrico.";"";"494";"Vivie009"
"492";"1";"";"";"Índice multivariado de infraestructura básica (IMIB)";"";"";"495";"Vivie026"
"493";"1";"";"";"Número de profesores jóvenes";"";"";"496";"Educa059"
"494";"1";"";"";"Establecimientos educativos";"";"";"497";"Educa032"
"495";"1";"";"";"Madres que estudian";"";"";"498";"Educa050"
"496";"1";"";"";"Madres con secundaria completa";"";"";"499";"Educa048"
"497";"1";"";"";"Madres con título universitario";"";"";"500";"Educa049"
"498";"1";"";"";"Tipo de contratación de la población asalariada ";"";"";"501";"Emple071"
"499";"1";"";"";"Horas de trabajo promedio";"";"";"502";"Emple010"
"500";"1";"";"";"Rendimiento económico de la educación";"";"";"503";"Emple044"
"501";"1";"";"";"Tiempo de desempleo promedio en los jóvenes";"";"";"504";"Emple070"
"502";"1";"";"";"Dedicación principal a quehaceres del hogar";"";"";"505";"Emple018"
"503";"1";"";"";"Capacitación";"";"";"506";"Emple002"
"504";"1";"";"";"Metas, razones y cumplimiento";"";"";"507";"Joven005"
"505";"1";"";"";"Cualidades y defectos";"";"";"508";"Joven003"
"506";"1";"";"";"Percepción de los adultos";"";"";"509";"Joven006"
"507";"1";"";"";"Ventajas y desventajas de ser adolescente";"";"";"510";"Joven011"
"508";"1";"";"";"Persona más admirada";"";"";"511";"Joven010"
"509";"1";"";"";"Cosas que más desagradan o molestan";"";"";"512";"Joven002"
"510";"1";"";"";"Percepción de: Gobierno, Política, Ecuador, Justicia";"";"";"513";"Joven009"
"511";"1";"";"";"Percepción de: derechos, participación";"";"";"514";"Joven008"
"512";"1";"";"";"Percepción de: alcohol, sexo, Droga";"";"";"515";"Joven007"
"513";"1";"";"";"Actos en contra de valores y principios";"";"";"516";"Joven001"
"514";"1";"";"";"Hechos en contra de principios o valores";"";"";"517";"Joven004"
"515";"1";"";"";"Candidatos inscritos para Concejales Municipales";"";"";"518";"Parti010"
"516";"1";"";"";"Candidatos inscritos para Consejeros Provinciales";"";"";"519";"Parti011"
"517";"1";"";"";"Candidatos inscritos para Juntas Parroquiales";"";"";"520";"Parti012"
"518";"1";"";"";"Concejales Municipales electos";"";"";"521";"Parti013"
"519";"1";"";"";"Consejeros Provinciales electos";"";"";"522";"Parti014"
"476";"1";"211";"";"Vivienda propia";"Se refiere a viviendas propias que están parcial o totalmente pagadas, independientemente del miembro del hogar que es titular de la propiedad y de la calidad o condiciones de la vivienda.";"";"478";"Vivie048"
"481";"1";"216";"";"Uso de gas o electricidad para cocinar";"Hogares que usan gas o electricidad para cocinar exclusivamente. El tipo de combustible utilizado para cocinar al interior de la vivienda es un factor importante de las condiciones de habitabilidad e higiene de los hogares.";"";"483";"Vivie044"
"583";"1";"";"";"Participación de las mujeres en el Poder Legislativo";"";"";"586";"Mujer033"
"482";"1";"217";"";"Uso de gas para cocinar";"Hogares que usan gas para cocinar exclusivamente. El tipo de combustible utilizado para cocinar al interior de la vivienda es un factor importante de las condiciones de habitabilidad e higiene de los hogares.";"";"484";"Vivie045"
"483";"1";"218";"";"Uso de leña o carbón para cocinar";"Hogares que usan leña o carbón para cocinar exclusivamente. El tipo de combustible utilizado para cocinar al interior de la vivienda es un factor importante de las condiciones de habitabilidad e higiene de los hogares.";"";"485";"Vivie046"
"488";"1";"202";"";"Servicio eléctrico";"Viviendas que disponen de servicio eléctrico público. La disponibilidad de electricidad es uno de los elementos de la calidad de la vivienda.";"";"491";"Vivie037"
"474";"1";"247";"";"Hogares con internet";"Hogares que disponen de servicio de internet. Este servicio nos permite obtener información valedera de tipo virtual en todos los ámbitos de consulta. En nuestros días este es un indicador importante para el acceso de la población a más y mejores oportunidades, acordes con las tendencias actuales.";"";"476";"Vivie016"
"484";"1";"200";"";"Agua entubada por red pública dentro de la vivienda";"";"";"486";"Vivie003"
"486";"1";"589";"";"Red de alcantarillado";"Se refiere únicamente a las viviendas conectadas a la red pública de alcantarillado o sumideros subterráneos. Las medidas excluyen a las viviendas que disponen de otros medios sanitarios para la eliminación de excrementos y aguas servidas, como pozos sépt疤Ỵ疥";"";"489";"Vivie035"
"525";"1";"";"";"Promedio de hijos de madres jóvenes";"";"";"528";"Pobla043"
"526";"1";"";"";"Percepciones, roles y relaciones entre los jóvenes y sus familias";"";"";"529";"Pobla035"
"527";"1";"";"";"Jóvenes unidos que viven con su familia de origen";"";"";"530";"Pobla023"
"528";"1";"";"";"Madres que son hijas del jefe del hogar";"";"";"531";"Pobla026"
"529";"1";"";"";"Población que ha migrado al exterior";"";"";"532";"Pobla041"
"530";"1";"";"";"Población que ha migrado internamente";"";"";"533";"Pobla042"
"531";"1";"";"";"Migración: razones y destino";"";"";"534";"Pobla029"
"532";"1";"";"";"Tipo de tenencia de la vivienda ";"";"";"535";"Pobla052"
"533";"1";"";"";"Actividades compartidas con amigos";"";"";"536";"Joven012"
"534";"1";"";"";"Lugares frecuentados";"";"";"537";"Joven016"
"535";"1";"";"";"Actos en contra de principios por influencia de amigos";"";"";"538";"Joven013"
"536";"1";"";"";"Tiempo libre / tiempo propio";"";"";"539";"Joven020"
"537";"1";"";"";"Libertad en el tiempo libre";"";"";"540";"Joven015"
"538";"1";"";"";"Percepción de consumos y adicciones ";"";"";"541";"Salud159"
"539";"1";"";"";"Consumo de drogas (alguna vez/último mes o año) ";"";"";"542";"Salud044"
"540";"1";"";"";"Edad del primer consumo";"";"";"543";"Salud084"
"541";"1";"";"";"Facilidad en la obtención y consumo";"";"";"544";"Salud097"
"542";"1";"";"";"Frecuencia de consumo de drogas en los jóvenes";"";"";"545";"Salud099"
"543";"1";"";"";"Información sobre las consecuencias de consumir drogas";"";"";"546";"Salud107"
"544";"1";"";"";"Cursos de prevención del consumo de drogas";"";"";"547";"Salud057"
"545";"1";"";"";"Utilidad de los cursos de prevención del consumo de drogas";"";"";"548";"Salud209"
"546";"1";"";"";"Cambio de actitud por cursos de prevención del consumo de drogas";"";"";"549";"Salud024"
"547";"1";"";"";"Diez principales causas de morbilidad en la adolescencia";"";"";"550";"Salud066"
"548";"1";"";"";"Tasa de mortalidad por causas externas";"";"";"551";"Salud189"
"549";"1";"";"";"Muertes por causas externas";"";"";"552";"Salud122"
"550";"1";"";"";"Tasa de mortalidad por causa de terceros";"";"";"553";"Salud188"
"551";"1";"";"";"Muertes ocasionadas por terceros";"";"";"554";"Salud121"
"552";"1";"";"";"Tasa de mortalidad por enfermedades trasmisibles";"";"";"555";"Salud190"
"553";"1";"";"";"Muertes por enfermedades trasmisibles";"";"";"556";"Salud123"
"554";"1";"";"";"Tres principales causas de muerte juvenil comparada";"";"";"557";"Salud204"
"555";"1";"";"";"Mortalidad por causas de VIH/SIDA";"";"";"558";"Salud119"
"556";"1";"";"";"Edad y frecuencia de las relaciones sexuales en las jóvenes";"";"";"559";"Sexua004"
"557";"1";"";"";"Mujeres jóvenes que conocen un método de anticoncepción (al menos un método)";"";"";"560";"Sexua021"
"558";"1";"";"";"Mujeres jóvenes que conocen un método de anticoncepción (método moderno)";"";"";"561";"Sexua022"
"559";"1";"";"";"Mujeres jóvenes que se han esterilizado";"";"";"562";"Sexua023"
"560";"1";"";"";"Mujeres jóvenes que conocen donde se hace la prueba de VIH/SIDA";"";"";"563";"Sexua019"
"561";"1";"";"";"Mujeres jóvenes que se han realizado la prueba de VIH/SIDA";"";"";"564";"Sexua024"
"562";"1";"";"";"Mujeres que conocen tres formas conjuntas de prevención del VIH/SIDA";"";"";"565";"Sexua027"
"563";"1";"";"";"Embarazo actual y pasados";"";"";"566";"Sexua005"
"564";"1";"";"";"Aborto";"";"";"567";"Sexua001"
"565";"1";"";"";"Mortinatos";"";"";"568";"Sexua017"
"566";"1";"";"";"Conocimiento de casos de embarazo y aborto";"";"";"569";"Sexua002"
"567";"1";"";"";"Mujeres jóvenes que se realizaron el examen de Papanicolaou en últimos 2 años";"";"";"570";"Sexua026"
"568";"1";"";"";"Mujeres jóvenes que se realizaron el examen de Mamografía";"";"";"571";"Sexua025"
